trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
56,False,"{'a': 0.2, 'e': 0.6699999999999997}",25,0,-57.268510719851776,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
57,False,"{'a': 0.2, 'e': 0.6649999999999997}",30,14,-43.63030068795646,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 1}",1
58,False,"{'a': 0.2, 'e': 0.6599999999999997}",20,0,-9.222535417624263,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
59,False,"{'a': 0.2, 'e': 0.6549999999999997}",20,6,-52.59228439372783,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 1}",1
60,False,"{'a': 0.2, 'e': 0.6499999999999997}",20,4,-9.93675519329446,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
61,False,"{'a': 0.2, 'e': 0.6449999999999997}",25,0,-101.00523857860634,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
62,False,"{'a': 0.2, 'e': 0.6399999999999997}",25,17,-7.269945252799298,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
63,False,"{'a': 0.2, 'e': 0.6349999999999997}",20,0,-34.36544533218792,"{0: 14, 1: 4, 2: 1, 3: 1, 4: 0}",0
64,False,"{'a': 0.2, 'e': 0.6299999999999997}",25,0,-45.72899394200136,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
65,False,"{'a': 0.2, 'e': 0.6249999999999997}",20,6,-59.635304450627736,"{0: 11, 1: 0, 2: 0, 3: 2, 4: 1}",1
66,False,"{'a': 0.2, 'e': 0.6199999999999997}",20,3,-80.92913859187968,"{0: 9, 1: 3, 2: 4, 3: 0, 4: 1}",1
67,False,"{'a': 0.2, 'e': 0.6149999999999997}",20,11,-52.242593719091005,"{0: 6, 1: 1, 2: 0, 3: 1, 4: 1}",1
68,False,"{'a': 0.2, 'e': 0.6099999999999997}",30,1,9.579789200719079,"{0: 26, 1: 1, 2: 2, 3: 0, 4: 0}",1
69,False,"{'a': 0.2, 'e': 0.6049999999999996}",20,0,-8.755859646366904,"{0: 15, 1: 4, 2: 1, 3: 0, 4: 0}",0
