trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
32,True,"{'a': 0, 'e': 0}",25,13,24.884767569027847,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
33,True,"{'a': 0, 'e': 0}",20,0,24.127820174321002,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
34,True,"{'a': 0, 'e': 0}",25,9,34.36742358318305,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
35,True,"{'a': 0, 'e': 0}",25,17,12.014146983997247,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
36,True,"{'a': 0, 'e': 0}",20,7,15.586956547515346,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
37,True,"{'a': 0, 'e': 0}",20,12,15.424852938405264,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
38,True,"{'a': 0, 'e': 0}",20,11,17.878225576313753,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
39,True,"{'a': 0, 'e': 0}",20,15,9.0659889143819,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
40,True,"{'a': 0, 'e': 0}",20,16,7.416337296755942,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
41,True,"{'a': 0, 'e': 0}",30,3,43.38064121599998,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
42,True,"{'a': 0, 'e': 0}",20,5,22.55475467186852,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
43,True,"{'a': 0, 'e': 0}",20,10,21.446733931652368,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
44,True,"{'a': 0, 'e': 0}",25,14,22.329251305883652,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
45,True,"{'a': 0, 'e': 0}",25,0,43.01489351220061,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
46,True,"{'a': 0, 'e': 0}",30,0,41.88012838696962,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
47,True,"{'a': 0, 'e': 0}",25,14,21.126457706779846,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
48,True,"{'a': 0, 'e': 0}",25,19,14.802619752611037,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
49,True,"{'a': 0, 'e': 0}",25,7,33.4119240408951,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
50,True,"{'a': 0, 'e': 0}",20,6,30.057894673322128,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
